date,S0,K,T,type,V_market,r
2026-08-04,4.053606427530466,4.4,0.0821917808219178,put,0.3885,0.025
2026-08-04,4.053606427530466,4.45,0.0821917808219178,call,0.001,0.025
2026-08-04,4.053606427530466,4.45,0.0821917808219178,put,0.4342,0.025
2026-08-04,4.053606427530466,4.5,0.0821917808219178,call,0.001,0.025
2026-08-04,4.053606427530466,4.5,0.0821917808219178,put,0.4758,0.025
2026-08-04,4.053606427530466,4.55,0.0821917808219178,call,0.001,0.025
2026-08-04,4.053606427530466,4.55,0.0821917808219178,put,0.5519,0.025
2026-08-04,4.053606427530466,4.6,0.0821917808219178,call,0.001,0.025
2026-08-04,4.053606427530466,4.6,0.0821917808219178,put,0.6037,0.025
2026-08-04,4.053606427530466,4.65,0.0821917808219178,call,0.001,0.025
2026-08-04,4.053606427530466,4.65,0.0821917808219178,put,0.6355,0.025
2026-08-04,4.053606427530466,4.7,0.0821917808219178,call,0.001,0.025
2026-08-04,4.053606427530466,4.7,0.0821917808219178,put,0.673,0.025
2026-08-04,4.053606427530466,3.4,0.1643835616438356,call,0.6286,0.025
2026-08-04,4.053606427530466,3.4,0.1643835616438356,put,0.001,0.025
2026-08-04,4.053606427530466,3.45,0.1643835616438356,call,0.5583,0.025
2026-08-04,4.053606427530466,3.45,0.1643835616438356,put,0.001,0.025
2026-08-04,4.053606427530466,3.5,0.1643835616438356,call,0.5219,0.025
2026-08-04,4.053606427530466,3.5,0.1643835616438356,put,0.001,0.025
2026-08-04,4.053606427530466,3.55,0.1643835616438356,call,0.4529,0.025
2026-08-04,4.053606427530466,3.55,0.1643835616438356,put,0.0018,0.025
2026-08-04,4.053606427530466,3.6,0.1643835616438356,call,0.4137,0.025
2026-08-04,4.053606427530466,3.6,0.1643835616438356,put,0.0033,0.025
2026-08-04,4.053606427530466,3.65,0.1643835616438356,call,0.37,0.025
2026-08-04,4.053606427530466,3.65,0.1643835616438356,put,0.0057,0.025
2026-08-04,4.053606427530466,3.7,0.1643835616438356,call,0.3344,0.025
2026-08-04,4.053606427530466,3.7,0.1643835616438356,put,0.0098,0.025
2026-08-04,4.053606427530466,3.75,0.1643835616438356,call,0.2723,0.025
2026-08-04,4.053606427530466,3.75,0.1643835616438356,put,0.0159,0.025
2026-08-04,4.053606427530466,3.8,0.1643835616438356,call,0.2325,0.025
2026-08-04,4.053606427530466,3.8,0.1643835616438356,put,0.0232,0.025
2026-08-04,4.053606427530466,3.85,0.1643835616438356,call,0.199,0.025
2026-08-04,4.053606427530466,3.85,0.1643835616438356,put,0.0344,0.025
2026-08-04,4.053606427530466,3.9,0.1643835616438356,call,0.159,0.025
2026-08-04,4.053606427530466,3.9,0.1643835616438356,put,0.0476,0.025
2026-08-04,4.053606427530466,3.95,0.1643835616438356,call,0.1357,0.025
2026-08-04,4.053606427530466,3.95,0.1643835616438356,put,0.0694,0.025
2026-08-04,4.053606427530466,4.0,0.1643835616438356,call,0.1048,0.025
2026-08-04,4.053606427530466,4.0,0.1643835616438356,put,0.0855,0.025
2026-08-04,4.053606427530466,4.05,0.1643835616438356,call,0.0805,0.025
2026-08-04,4.053606427530466,4.05,0.1643835616438356,put,0.1174,0.025
2026-08-04,4.053606427530466,4.1,0.1643835616438356,call,0.0632,0.025
2026-08-04,4.053606427530466,4.1,0.1643835616438356,put,0.1426,0.025
2026-08-04,4.053606427530466,4.15,0.1643835616438356,call,0.0465,0.025
2026-08-04,4.053606427530466,4.15,0.1643835616438356,put,0.1814,0.025
2026-08-04,4.053606427530466,4.2,0.1643835616438356,call,0.0331,0.025
2026-08-04,4.053606427530466,4.2,0.1643835616438356,put,0.2153,0.025
2026-08-04,4.053606427530466,4.25,0.1643835616438356,call,0.0241,0.025
2026-08-04,4.053606427530466,4.25,0.1643835616438356,put,0.2549,0.025
2026-08-04,4.053606427530466,4.3,0.1643835616438356,call,0.0167,0.025
2026-08-04,4.053606427530466,4.3,0.1643835616438356,put,0.2965,0.025
2026-08-04,4.053606427530466,4.35,0.1643835616438356,call,0.0112,0.025
2026-08-04,4.053606427530466,4.35,0.1643835616438356,put,0.3417,0.025
2026-08-04,4.053606427530466,4.4,0.1643835616438356,call,0.0076,0.025
2026-08-04,4.053606427530466,4.4,0.1643835616438356,put,0.3847,0.025
2026-08-04,4.053606427530466,4.45,0.1643835616438356,call,0.0048,0.025
2026-08-04,4.053606427530466,4.45,0.1643835616438356,put,0.4388,0.025
2026-08-04,4.053606427530466,4.5,0.1643835616438356,call,0.003,0.025
2026-08-04,4.053606427530466,4.5,0.1643835616438356,put,0.4897,0.025
2026-08-04,4.053606427530466,4.55,0.1643835616438356,call,0.0018,0.025
2026-08-04,4.053606427530466,4.55,0.1643835616438356,put,0.5413,0.025
2026-08-04,4.053606427530466,4.6,0.1643835616438356,call,0.0012,0.025
2026-08-04,4.053606427530466,4.6,0.1643835616438356,put,0.5797,0.025
2026-08-04,4.053606427530466,4.65,0.1643835616438356,call,0.001,0.025
2026-08-04,4.053606427530466,4.65,0.1643835616438356,put,0.6357,0.025
2026-08-04,4.053606427530466,4.7,0.1643835616438356,call,0.001,0.025
2026-08-04,4.053606427530466,4.7,0.1643835616438356,put,0.6732,0.025
2026-08-04,4.053606427530466,3.4,0.2465753424657534,call,0.6354,0.025
2026-08-04,4.053606427530466,3.4,0.2465753424657534,put,0.0011,0.025
2026-08-04,4.053606427530466,3.45,0.2465753424657534,call,0.6032,0.025
2026-08-04,4.053606427530466,3.45,0.2465753424657534,put,0.0019,0.025
2026-08-04,4.053606427530466,3.5,0.2465753424657534,call,0.523,0.025
2026-08-04,4.053606427530466,3.5,0.2465753424657534,put,0.0034,0.025
2026-08-04,4.053606427530466,3.55,0.2465753424657534,call,0.4709,0.025
2026-08-04,4.053606427530466,3.55,0.2465753424657534,put,0.0054,0.025
2026-08-04,4.053606427530466,3.6,0.2465753424657534,call,0.4343,0.025
2026-08-04,4.053606427530466,3.6,0.2465753424657534,put,0.0084,0.025
2026-08-04,4.053606427530466,3.65,0.2465753424657534,call,0.3913,0.025
2026-08-04,4.053606427530466,3.65,0.2465753424657534,put,0.0126,0.025
2026-08-04,4.053606427530466,3.7,0.2465753424657534,call,0.3362,0.025
2026-08-04,4.053606427530466,3.7,0.2465753424657534,put,0.0191,0.025
2026-08-04,4.053606427530466,3.75,0.2465753424657534,call,0.2928,0.025
2026-08-04,4.053606427530466,3.75,0.2465753424657534,put,0.0257,0.025
2026-08-04,4.053606427530466,3.8,0.2465753424657534,call,0.2653,0.025
2026-08-04,4.053606427530466,3.8,0.2465753424657534,put,0.0363,0.025
2026-08-04,4.053606427530466,3.85,0.2465753424657534,call,0.227,0.025
2026-08-04,4.053606427530466,3.85,0.2465753424657534,put,0.0477,0.025
2026-08-04,4.053606427530466,3.9,0.2465753424657534,call,0.1888,0.025
2026-08-04,4.053606427530466,3.9,0.2465753424657534,put,0.0616,0.025
2026-08-04,4.053606427530466,3.95,0.2465753424657534,call,0.1621,0.025
2026-08-04,4.053606427530466,3.95,0.2465753424657534,put,0.0827,0.025
2026-08-04,4.053606427530466,4.0,0.2465753424657534,call,0.1266,0.025
2026-08-04,4.053606427530466,4.0,0.2465753424657534,put,0.1078,0.025
2026-08-04,4.053606427530466,4.05,0.2465753424657534,call,0.1064,0.025
2026-08-04,4.053606427530466,4.05,0.2465753424657534,put,0.1269,0.025
2026-08-04,4.053606427530466,4.1,0.2465753424657534,call,0.0852,0.025
2026-08-04,4.053606427530466,4.1,0.2465753424657534,put,0.1638,0.025
2026-08-04,4.053606427530466,4.15,0.2465753424657534,call,0.067,0.025
2026-08-04,4.053606427530466,4.15,0.2465753424657534,put,0.1953,0.025
2026-08-04,4.053606427530466,4.2,0.2465753424657534,call,0.0531,0.025
2026-08-04,4.053606427530466,4.2,0.2465753424657534,put,0.2202,0.025
2026-08-04,4.053606427530466,4.25,0.2465753424657534,call,0.0401,0.025
2026-08-04,4.053606427530466,4.25,0.2465753424657534,put,0.2708,0.025
2026-08-04,4.053606427530466,4.3,0.2465753424657534,call,0.0303,0.025
2026-08-04,4.053606427530466,4.3,0.2465753424657534,put,0.3021,0.025
2026-08-04,4.053606427530466,4.35,0.2465753424657534,call,0.0235,0.025
2026-08-04,4.053606427530466,4.35,0.2465753424657534,put,0.343,0.025
2026-08-04,4.053606427530466,4.4,0.2465753424657534,call,0.0174,0.025
2026-08-04,4.053606427530466,4.4,0.2465753424657534,put,0.4115,0.025
2026-08-04,4.053606427530466,4.45,0.2465753424657534,call,0.0128,0.025
2026-08-04,4.053606427530466,4.45,0.2465753424657534,put,0.4396,0.025
2026-08-04,4.053606427530466,4.5,0.2465753424657534,call,0.0094,0.025
2026-08-04,4.053606427530466,4.5,0.2465753424657534,put,0.4753,0.025
2026-08-04,4.053606427530466,4.55,0.2465753424657534,call,0.0069,0.025
2026-08-04,4.053606427530466,4.55,0.2465753424657534,put,0.5226,0.025
2026-08-04,4.053606427530466,4.6,0.2465753424657534,call,0.0046,0.025
2026-08-04,4.053606427530466,4.6,0.2465753424657534,put,0.5898,0.025
2026-08-04,4.053606427530466,4.65,0.2465753424657534,call,0.0032,0.025
2026-08-04,4.053606427530466,4.65,0.2465753424657534,put,0.6263,0.025
2026-08-04,4.053606427530466,4.7,0.2465753424657534,call,0.0021,0.025
2026-08-04,4.053606427530466,4.7,0.2465753424657534,put,0.6969,0.025
2026-08-04,4.053606427530466,3.4,0.4931506849315068,call,0.6671,0.025
2026-08-04,4.053606427530466,3.4,0.4931506849315068,put,0.0077,0.025
2026-08-04,4.053606427530466,3.45,0.4931506849315068,call,0.6188,0.025
2026-08-04,4.053606427530466,3.45,0.4931506849315068,put,0.0108,0.025
2026-08-04,4.053606427530466,3.5,0.4931506849315068,call,0.5714,0.025
2026-08-04,4.053606427530466,3.5,0.4931506849315068,put,0.0148,0.025
2026-08-04,4.053606427530466,3.55,0.4931506849315068,call,0.5075,0.025
2026-08-04,4.053606427530466,3.55,0.4931506849315068,put,0.0202,0.025
2026-08-04,4.053606427530466,3.6,0.4931506849315068,call,0.4837,0.025
2026-08-04,4.053606427530466,3.6,0.4931506849315068,put,0.0259,0.025
2026-08-04,4.053606427530466,3.65,0.4931506849315068,call,0.4334,0.025
2026-08-04,4.053606427530466,3.65,0.4931506849315068,put,0.0338,0.025
2026-08-04,4.053606427530466,3.7,0.4931506849315068,call,0.3897,0.025
2026-08-04,4.053606427530466,3.7,0.4931506849315068,put,0.0451,0.025
2026-08-04,4.053606427530466,3.75,0.4931506849315068,call,0.3589,0.025
2026-08-04,4.053606427530466,3.75,0.4931506849315068,put,0.054,0.025
2026-08-04,4.053606427530466,3.8,0.4931506849315068,call,0.3139,0.025
2026-08-04,4.053606427530466,3.8,0.4931506849315068,put,0.0716,0.025
2026-08-04,4.053606427530466,3.85,0.4931506849315068,call,0.2803,0.025
2026-08-04,4.053606427530466,3.85,0.4931506849315068,put,0.0818,0.025
2026-08-04,4.053606427530466,3.9,0.4931506849315068,call,0.2531,0.025
2026-08-04,4.053606427530466,3.9,0.4931506849315068,put,0.0975,0.025
2026-08-04,4.053606427530466,3.95,0.4931506849315068,call,0.214,0.025
2026-08-04,4.053606427530466,3.95,0.4931506849315068,put,0.1217,0.025
2026-08-04,4.053606427530466,4.0,0.4931506849315068,call,0.1957,0.025
2026-08-04,4.053606427530466,4.0,0.4931506849315068,put,0.1453,0.025
2026-08-04,4.053606427530466,4.05,0.4931506849315068,call,0.1671,0.025
2026-08-04,4.053606427530466,4.05,0.4931506849315068,put,0.1653,0.025
2026-08-04,4.053606427530466,4.1,0.4931506849315068,call,0.1465,0.025
2026-08-04,4.053606427530466,4.1,0.4931506849315068,put,0.1954,0.025
2026-08-04,4.053606427530466,4.15,0.4931506849315068,call,0.1261,0.025
2026-08-04,4.053606427530466,4.15,0.4931506849315068,put,0.2231,0.025
2026-08-04,4.053606427530466,4.2,0.4931506849315068,call,0.1052,0.025
2026-08-04,4.053606427530466,4.2,0.4931506849315068,put,0.2481,0.025
2026-08-04,4.053606427530466,4.25,0.4931506849315068,call,0.0887,0.025
2026-08-04,4.053606427530466,4.25,0.4931506849315068,put,0.2861,0.025
2026-08-04,4.053606427530466,4.3,0.4931506849315068,call,0.0756,0.025
2026-08-04,4.053606427530466,4.3,0.4931506849315068,put,0.3319,0.025
2026-08-04,4.053606427530466,4.35,0.4931506849315068,call,0.0677,0.025
2026-08-04,4.053606427530466,4.35,0.4931506849315068,put,0.3459,0.025
2026-08-04,4.053606427530466,4.4,0.4931506849315068,call,0.0531,0.025
2026-08-04,4.053606427530466,4.4,0.4931506849315068,put,0.4091,0.025
2026-08-04,4.053606427530466,4.45,0.4931506849315068,call,0.0448,0.025
2026-08-04,4.053606427530466,4.45,0.4931506849315068,put,0.4471,0.025
2026-08-04,4.053606427530466,4.5,0.4931506849315068,call,0.0379,0.025
2026-08-04,4.053606427530466,4.5,0.4931506849315068,put,0.4732,0.025
2026-08-04,4.053606427530466,4.55,0.4931506849315068,call,0.0301,0.025
2026-08-04,4.053606427530466,4.55,0.4931506849315068,put,0.4929,0.025
2026-08-04,4.053606427530466,4.6,0.4931506849315068,call,0.0255,0.025
2026-08-04,4.053606427530466,4.6,0.4931506849315068,put,0.5681,0.025
2026-08-04,4.053606427530466,4.65,0.4931506849315068,call,0.0202,0.025
2026-08-04,4.053606427530466,4.65,0.4931506849315068,put,0.6268,0.025
2026-08-04,4.053606427530466,4.7,0.4931506849315068,call,0.0165,0.025
2026-08-04,4.053606427530466,4.7,0.4931506849315068,put,0.6665,0.025
